country,iso_code,year,population,gdp,fossil_fuel_consumption,renewables_consumption,fossil_share_energy,renewables_share_energy,energy_per_capita,energy_cons_change_twh,energy_cons_change_pct,electricity_generation,total_energy_demand,pop_growth_rate,renew_fossil_ratio
Turkey,TUR,1998,63734336,754598739968,704.788,118.337,85.623,14.377,13033.562,20.404,2.518,111.02,823.125,1.4023533928004233,0.1679043911076806
Turkmenistan,TKM,1998,4410461,12945784832,140.622,0.017,99.988,0.012,31887.799,17.498,14.21,9.416,140.639,1.7012307099156867,1.208914679068709e-4
Ukraine,UKR,1998,50379676,231737294848,1344.613,43.728,84.178,2.738,31851.219,-58.235,-3.502,173.33,1388.3410000000001,-0.8016959986793427,0.03252088147295913
United Arab Emirates,ARE,1998,3040384,115962052608,534.113,0,100,0,175672.828,12.656,2.427,33.392,534.113,7.9155653156326835,0
United Kingdom,GBR,1998,58626774,1766619873280,2343.126,24.946,88.606,0.943,45228.793,21.619,0.822,362.71,2368.072,0.3075142845982571,0.010646461180491361
United States,USA,1998,276119277,11881793191936,22303.105,1140.747,87.76,4.489,92399.789,159.268,0.628,3855.808,23443.852,0.9695142867300224,0.05114745233903531
Upper-middle-income countries,NA,1998,2351659279,NA,22736.949,2244.968,89.786,8.865,10828.174,-1.125,-0.004,2884.364,24981.917,1.0331776570718558,0.0987365543195791
Uzbekistan,UZB,1998,24134883,111389401088,501.14,15.994,96.907,3.093,21469.586,0.163,0.031,45.9,517.134,1.5824505417125618,0.03191523326814862
Venezuela,VEN,1998,23601294,335631908864,580.479,160.897,78.298,21.702,31852.369,2.402,0.32,80.904,741.376,2.0303399978981176,0.2771797084821328
Vietnam,VNM,1998,75299613,198278283264,148.802,30.819,82.842,17.158,2411.834,13.692,8.154,21.688,179.62099999999998,1.4452629264562522,0.20711415169150954
Algeria,DZA,1999,30474312,193179779072,310.834,0.564,99.819,0.181,10219.563,3.085,1.001,24.757,311.398,1.398192020269582,0.0018144733201644605
Argentina,ARG,1999,36794636,538270597120,621.175,60.351,88.579,8.606,19175.299,11.291,1.626,80.745,681.526,1.1597178046218803,0.09715619591902444
Australia,AUS,1999,18909934,664520753152,1245.338,49.001,96.214,3.786,68606.656,51.017,4.093,206.9,1294.339,1.1136658457056752,0.03934755062481029
Austria,AUT,1999,7993849,270186168320,267.202,118.191,69.332,30.668,49138.246,3.556,0.914,59.72,385.39300000000003,0.1934720601703622,0.4423282759859582
Azerbaijan,AZE,1999,8100413,31898574848,121.9,4.183,96.682,3.318,15598.391,-0.292,-0.23,18.176,126.083,0.9301170580146638,0.03431501230516817
Bangladesh,BGD,1999,132108017,187794882560,124.522,2.314,98.176,1.824,961.224,1.426,1.136,14.45,126.83600000000001,1.9176756971459583,0.018583061627664186
Belarus,BLR,1999,10039177,87455006720,247.36,0.053,99.979,0.021,24645.111,-6.934,-2.726,26.516,247.413,-0.41019680816290655,2.142626131953428e-4
Belgium,BEL,1999,10226629,333121585152,588.424,2.533,80.926,0.348,71396.055,-5.245,-0.713,83.37,590.957,0.23031167886717116,0.004304719046130001
Brazil,BRA,1999,171641487,1645888012288,1279.368,926.246,57.716,41.786,13225.073,30.539,1.364,334.726,2205.614,1.4671902085553599,0.7239871561583532
Bulgaria,BGR,1999,8067415,64098091008,164.306,7.589,76.13,3.516,26930.129,-30.004,-12.134,37.93,171.895,-0.8690804362961472,0.04618820980365903
Canada,CAN,1999,30599404,1078414934016,2293.156,988.211,65.818,28.364,116045.047,109.74,3.189,577.774,3281.367,0.8884788355422791,0.43093928193284714
Chile,CHL,1999,15319256,224771948544,248.339,42.245,85.462,14.538,19133.775,11.639,4.135,38.384,290.584,1.2659118155823812,0.17011021225019027
China,CHN,1999,1260176600,5578502963200,10752.908,555.294,94.742,4.893,9035.296,385.502,3.504,1239.3,11308.202,0.74585632121531,0.051641286245543996
Colombia,COL,1999,38454817,321583120384,221.763,95.041,70,30,8396.205,-23.647,-6.824,47.775,316.804,1.7535402951890735,0.42857014019471235
Croatia,HRV,1999,4385771,55058849792,80.419,20.381,79.78,20.22,23283.127,3.383,3.427,12.96,100.8,-1.3462908002524732,0.2534351334883548
Cyprus,CYP,1999,931194,17289793536,28.881,0,100,0,31014.676,1.434,5.225,3.14,28.881,1.8251443680337844,0
Czechia,CZE,1999,10251335,164728012800,403.444,7.295,90.086,1.629,43797.906,-19.284,-4.118,64.17,410.73900000000003,-0.1368288230120246,0.018081815567959864
Denmark,DNK,1999,5321759,199699300352,232.789,12.623,94.857,5.143,46234.504,-7.642,-3.012,38.72,245.41199999999998,0.3306234165915379,0.054225070772244394
Ecuador,ECU,1999,12470759,84464771072,89.009,19.935,81.701,18.299,8839.134,-10.613,-8.783,10.308,108.944,1.792583176089553,0.22396611578604408
Egypt,EGY,1999,71520901,409935675392,497.11,37.368,93.008,6.992,7506.74,36.582,7.312,65.73,534.4780000000001,2.2556187267711674,0.07517048540564462
Estonia,EST,1999,1403523,21126868992,53.685,0.052,99.904,0.096,38287.832,-4.597,-7.88,8.27,53.737,-0.5404811678418311,9.686132066685293e-4
Finland,FIN,1999,5165470,160063700992,227.324,61.774,64.413,17.504,69141.664,-7.095,-1.948,69.42,289.098,0.23215263550677928,0.2717442944871637
France,FRA,1999,59084162,1949849354240,1732.637,213.511,56.971,7.02,52095.453,40.794,1.343,519.54,1946.148,0.5195788410643573,0.12322892792893145
Germany,DEU,1999,81678226,2613176696832,3392.88,83.393,85.928,2.112,48526.523,-56.071,-1.395,549.27,3476.273,-0.40683982344363434,0.02457882389002853
Greece,GRC,1999,10727901,213181333504,340.644,13.209,96.267,3.733,33063.77,-0.068,-0.019,48.89,353.853,0.49218958277558467,0.03877655264733857
High-income countries,NA,1999,1247726752,NA,60742.871,4643.623,84.342,6.448,58050.508,1006.055,1.409,10627.12,65386.494,0.44708953073905094,0.07644720974746155
Hong Kong,HKG,1999,6616478,205093830656,188.622,0,100,0,28507.879,2.388,1.282,29.496,188.622,1.4597743204480347,0
Hungary,HUN,1999,10219743,126176460800,248.597,0.706,86.181,0.245,28311.648,-0.139,-0.048,37.83,249.303,-0.31136411721688473,0.0028399377305438115
Iceland,ISL,1999,277397,8919642112,10.212,20.332,33.434,66.566,112835.93,2.73,9.556,7.184,30.544,1.2135541520262998,1.990990990990991
India,IND,1999,1038225772,2710352953344,3257.36,237.773,92.264,6.735,3415.792,96.866,2.808,547.362,3495.1330000000003,1.9202335938845387,0.0729956160817349
Indonesia,IDN,1999,213004610,1079382507520,1045.11,41.147,96.212,3.788,5103.109,91.417,9.182,83.971,1086.2569999999998,1.5145219481036778,0.03937097530403499
Iran,IRN,1999,65445344,563869057024,1316.257,14.383,98.919,1.081,20346.264,96.062,7.775,110.088,1330.64,1.4344817055360928,0.010927197348238223
Iraq,IRQ,1999,23636478,69697265664,218.716,9.886,95.675,4.325,9698.565,-88.491,-27.851,24.721,228.602,3.2866839693271497,0.04520016825472301
Ireland,IRL,1999,3752895,132916961280,162.192,3.154,98.093,1.907,44109.195,8.732,5.569,21.72,165.346,1.1282052111181082,0.019446088586366775
Israel,ISR,1999,5946022,146070388736,241.174,0.092,99.962,0.038,40576.992,8.478,3.642,39.228,241.26600000000002,2.693013274050473,3.8146732234818013e-4
Italy,ITA,1999,57240747,1784529158144,2063.412,144.462,93.457,6.543,38694.273,12.829,0.583,259.25,2207.874,0.04475738492918806,0.07001122412780385
Japan,JPN,1999,126801516,4098283012096,4943.913,284.983,80.914,4.664,48453.77,94.33,1.559,1079.142,5228.896,0.19943558364351327,0.05764320690918308
Kazakhstan,KAZ,1999,15455830,129322680320,388.829,17.033,95.803,4.197,26330.572,-26.042,-6.014,47.3,405.862,-1.2264264649625396,0.043805888964043325
Kuwait,KWT,1999,1899984,64236404736,198.265,0,100,0,104350.945,7.281,3.813,31.576,198.265,3.0211477086277143,0
Latvia,LVA,1999,2390772,25549230080,30.726,7.664,80.037,19.963,16264.437,-6.879,-15.031,4.11,38.39,-0.8047571787526844,0.24943044978194362
Lithuania,LTU,1999,3522856,35335380992,58.967,1.15,67.382,1.314,25029.285,-19.665,-18.236,13.08,60.117,-0.7009004651435484,0.019502433564536095
Lower-middle-income countries,NA,1999,2084329536,NA,5406.919,460.052,91.603,7.794,2843.881,237.162,4.168,822.384,5866.971,2.0691777435264465,0.08508579470119675
Luxembourg,LUX,1999,429855,20355342336,34.495,0.345,99.01,0.99,81096.305,1.872,5.675,0.36,34.839999999999996,1.355557337080824,0.01000144948543267
Malaysia,MYS,1999,22435483,279671635968,508.127,20.978,96.035,3.965,23643.734,33.999,6.848,68.17,529.105,2.4139500545655803,0.04128495435196319
Mexico,MEX,1999,97115654,1156619567104,1454.77,109.872,91.356,6.9,16447.424,23.131,1.469,189.979,1564.642,1.6117716729862976,0.07552534077551779
Morocco,MAR,1999,28027140,134068871168,116.053,2.292,98.064,1.936,4227.76,4.28,3.748,12.895,118.345,1.4682392095545262,0.019749597166811714
Netherlands,NLD,1999,15940134,575899107328,975.016,7.646,98.16,0.77,62344.324,-12.165,-1.209,85.16,982.6619999999999,0.7144855529633694,0.007841922594090764
New Zealand,NZL,1999,3835514,100616404992,141.677,74.887,65.42,34.58,57341.156,1.91,0.876,37.96,216.564,0.6344763458024648,0.5285755627236602
North Macedonia,MKD,1999,2048045,15508166656,28.397,3.858,88.038,11.962,15870.728,-1.42,-4.186,6.86,32.254999999999995,0.5160166888258387,0.1358594217699053
Norway,NOR,1999,4461738,228192616448,165.531,338.289,32.855,67.145,117803.469,15.811,3.101,122.29,503.82,0.6879544002565414,2.043659495804411
Oman,OMN,1999,2252862,50522591232,78.674,0,100,0,34921.969,9.439,13.633,8.413,78.674,1.3682629058972227,0
Pakistan,PAK,1999,150565328,440333172736,409.907,59.736,87.24,12.713,3146.289,19.873,4.379,65.302,469.643,2.759321846872926,0.1457306169448192
Peru,PER,1999,26186452,124629008384,99.191,40.827,70.842,29.158,5446.832,3.589,2.581,19.05,140.018,1.7421557301047028,0.4115998427276668
Philippines,PHL,1999,77753214,310804348928,251.953,54.884,82.113,17.887,3925.197,5.129,1.709,41.432,306.837,2.589003232746038,0.21783427861545607
Poland,POL,1999,38287663,462542405632,1075.722,6.6,99.39,0.61,28278.607,-21.478,-1.945,139.99,1082.322,-0.10102701316740481,0.00613541416834461
Portugal,PRT,1999,10214832,229149900800,259.24,24.453,91.381,8.619,27908.016,5.583,1.998,42.74,283.693,0.5449102079320658,0.09432572133929948
Qatar,QAT,1999,612471,25157531648,150.898,0,100,0,246375.594,15.342,11.318,8.939,150.898,5.508765824910895,0
Romania,ROU,1999,22166115,148247543808,352.338,50.806,84.376,12.167,19000.666,-57.674,-12.044,50.47,403.144,-0.532819310048848,0.14419676560575356
Russia,RUS,1999,147241915,1375023529984,6265.97,445.992,88.873,6.326,48128.535,88.591,1.266,846.225,6711.962,-0.26658427816488134,0.07117684891565072
Saudi Arabia,SAU,1999,15472018,440370724864,1275.43,0,100,0,82434.641,22.853,1.825,130.999,1275.43,3.6849947373492995,0
Singapore,SGP,1999,3966504,139187634176,413.544,0.766,99.815,0.185,104456.266,-4.183,-1,29.52,414.31,1.6697245731106214,0.001852281740274312
Slovakia,SVK,1999,5378056,73695870976,160.844,12.428,76.699,5.926,39288.055,1.772,0.846,28.11,173.272,0.061602922557256204,0.07726741438909752
Slovenia,SVN,1999,1981145,41542295552,54.617,10.483,69.892,13.415,39924.996,-0.886,-1.108,13.26,65.1,0.057019741254616126,0.19193657652379298
South Africa,ZAF,1999,46730283,334638448640,1144.544,2.632,96.763,0.223,25331.424,38.719,3.382,203.012,1147.1760000000002,1.0956491015284064,0.0022996057818659658
South Korea,KOR,1999,46500333,1004162514944,1834.86,11.854,86.022,0.556,46019.309,175.355,8.926,262.152,1846.714,0.5829421117516503,0.006460438398569918
Spain,ESP,1999,40812809,1031651262464,1193.407,76.565,83.254,5.341,35324.043,64.13,4.655,205.63,1269.972,0.481116562087492,0.0641566540166096
Sri Lanka,LKA,1999,18944689,106224336896,38.356,11.614,76.758,23.242,2677.229,3.564,7.557,6.281,49.97,1.8752998971443204,0.30279486912086767
Sweden,SWE,1999,8857642,289702805504,260.699,208.567,38.762,31.011,77902.398,-15.483,-2.195,154.84,469.266,0.0800966900034382,0.8000299195624072
Switzerland,CHE,1999,7144067,298226647040,182.433,113.511,50.019,31.122,52270.773,16.1,4.506,68.617,295.94399999999996,0.47572220467320236,0.6222065086908618
Taiwan,TWN,1999,22203728,557640974336,830.1,16.402,87.188,1.723,43024.488,42.553,4.662,169.065,846.5020000000001,0.7009696963649878,0.019759065172870738
Thailand,THA,1999,62298991,558464040960,703.776,10.87,98.479,1.521,11481.504,40.247,5.962,90.215,714.646,1.2620034395830058,0.015445255308507252
Trinidad and Tobago,TTO,1999,1314664,23618242560,113.632,0.056,99.951,0.049,86477.656,11.398,11.143,5.247,113.688,0.3425493979434824,4.92818924246691e-4
Turkey,TUR,1999,64591859,725083488256,705.663,97.052,87.91,12.09,12523.535,-21.767,-2.62,116.44,802.715,1.3454647115175091,0.1375330717353751
Turkmenistan,TKM,1999,4492116,15251900416,123.266,0.014,99.989,0.011,27443.85,-17.359,-12.343,8.86,123.28,1.8513937658671056,1.1357551960800221e-4
Ukraine,UKR,1999,49976390,235148312576,1333.733,39.797,84.751,2.529,31626.607,-24.07,-1.5,172.58,1373.53,-0.800493437075697,0.029838805817956067
United Arab Emirates,ARE,1999,3265963,131410911232,538.369,0,100,0,164842.328,4.256,0.797,37.126,538.369,7.419424651622952,0
United Kingdom,GBR,1999,58838619,1823341936640,2340.038,27.901,88.901,1.06,44855.219,-12.399,-0.468,368.15,2367.939,0.36134514240882504,0.011923310647092056
United States,USA,1999,278785441,12438444441600,22599.785,1133.522,87.384,4.383,93136.414,451.713,1.77,3936.098,23733.307,0.9655841594862644,0.05015631785877609
Upper-middle-income countries,NA,1999,2375147124,NA,23267.359,2238.35,90.038,8.662,10938.782,517.041,2.03,3003.676,25505.709,0.998777552927981,0.09620129211914424
Uzbekistan,UZB,1999,24475974,114383429632,564.338,15.811,97.275,2.725,23744.482,63.003,12.159,45.372,580.149,1.4132697473611122,0.02801689767479773
Venezuela,VEN,1999,24066549,316971286528,552.66,168.333,76.653,23.347,30409.596,-19.903,-2.648,80.585,720.9929999999999,1.971311403518807,0.3045869069590707
Vietnam,VNM,1999,76287407,207067168768,147.319,38.261,79.383,20.617,2465.007,6.439,3.545,23.559,185.57999999999998,1.311818162996402,0.2597153116705924
Algeria,DZA,2000,30903850,208554147840,299.786,0.15,99.95,0.05,9705.77,-11.489,-3.689,25.4,299.936,1.4095084410765368,5.003569212705063e-4
Argentina,ARG,2000,37213933,536480972800,600.276,80.679,85.985,11.557,18907.83,-1.913,-0.271,88.98,680.9549999999999,1.1395601250138743,0.13440317453971173
Australia,AUS,2000,19132426,692059308032,1253.194,49.022,96.235,3.765,68222.375,7.912,0.61,216.83,1302.216,1.1765879246326296,0.039117646589434674
Austria,AUT,2000,8012872,280410161152,266.378,121.18,68.732,31.268,49316.988,2.367,0.603,59.64,387.558,0.23797046954477122,0.45491744813760904
Azerbaijan,AZE,2000,8174736,34255706112,127.519,4.261,96.767,3.233,16154.067,5.702,4.513,18.68,131.78,0.9175211189849208,0.033414628408315626
Bangladesh,BGD,2000,134544254,200824291328,133.906,2.212,98.375,1.625,1012.713,9.269,7.3,15.94,136.118,1.8441250238431783,0.016519050677340823
Belarus,BLR,2000,9991254,91419115520,254.919,0.075,99.971,0.029,25522.227,7.582,3.065,26.1,254.994,-0.4773598473261304,2.9421110235015825e-4
Belgium,BEL,2000,10251672,345706889216,603.482,3.097,81.513,0.418,72509.969,13.207,1.809,82.79,606.579,0.24488030219928775,0.005131884629533275
Brazil,BRA,2000,174018229,1739727962112,1346.812,945.207,58.334,40.939,13586.25,94.284,4.154,348.93,2292.019,1.384713009390323,0.7018106461777888
Bulgaria,BGR,2000,8000476,67719766016,158.017,7.308,73.217,3.386,27170.535,0.121,0.056,40.59,165.325,-0.829745339740177,0.04624818848604897
Canada,CAN,2000,30891756,1137681367040,2356.577,1021.193,65.852,28.536,118073.234,96.58,2.72,603.82,3377.7700000000004,0.9554173015918873,0.4333374211833519
Chile,CHL,2000,15503580,233340518400,246.58,57.3,81.144,18.856,19827.115,14.276,4.87,41.12,303.88,1.203217701956283,0.23237894395328085
China,CHN,2000,1269581120,5952682590208,11085.26,627.433,94.269,5.336,9294.628,414.216,3.638,1355.6,11712.693,0.746285877709521,0.05660065708878276
Colombia,COL,2000,39089879,330615619584,221.474,87.154,71.761,28.239,8037.486,-8.69,-2.692,42.81,308.628,1.6514498040648589,0.3935179750218987
Croatia,HRV,2000,4326056,57398796288,77.465,17.928,81.206,18.794,22318.207,-5.565,-5.449,11.21,95.393,-1.361562197387871,0.231433550635771
Cyprus,CYP,2000,947619,18447964160,30.261,0,100,0,31933.83,1.38,4.78,3.37,30.261,1.7638644578895482,0
Czechia,CZE,2000,10236753,174309523456,428.373,7.219,90.5,1.525,46352.957,25.517,5.683,72.9,435.592,-0.14224488810481756,0.016852135872242182
Denmark,DNK,2000,5339614,208333668352,219.737,15.93,93.241,6.759,44295.223,-9.529,-3.873,35.85,235.667,0.335509368237081,0.07249575629047453
Ecuador,ECU,2000,12689159,85978890240,81.622,21.142,79.427,20.573,8206.124,-6.102,-5.536,10.53,102.764,1.7512967735163514,0.2590233025409816
Egypt,EGY,2000,73083242,444250292224,526.371,39.607,93.002,6.998,7779.259,31.645,5.894,73.32,565.978,2.184453744507497,0.07524540675683121
Estonia,EST,2000,1396955,23525730304,55.306,0.186,99.665,0.335,39726.594,1.758,3.272,8.51,55.492,-0.4679652560022173,0.0033631070769898383
Finland,FIN,2000,5176146,169209757696,224.163,67.94,63.226,19.163,69377.836,1.961,0.549,69.97,292.103,0.20668012784896633,0.30308302440634716
France,FRA,2000,59483672,2031676030976,1730.306,197.471,56.16,6.409,52416.219,39.893,1.296,532.56,1927.777,0.6761710524048729,0.11412490045113408
Germany,DEU,2000,81797200,2718560681984,3391.776,108.75,85.4,2.738,48756.914,24.619,0.621,568.95,3500.526,0.14566183158777224,0.032062848489994626
Greece,GRC,2000,10782578,223530909696,360.798,11.511,96.908,3.092,34597.672,18.347,5.173,52.94,372.309,0.5096709971503279,0.031904278848552375
High-income countries,NA,2000,1253933576,NA,61866.875,4712.467,84.354,6.425,58822.617,1328.484,1.834,10782.61,66579.342,0.49745058283402105,0.07617108509198177
Hong Kong,HKG,2000,6704622,218622148608,197.475,0,100,0,29453.611,8.854,4.694,31.26,197.475,1.3321891193471813,0
Hungary,HUN,2000,10190548,134151503872,239.833,0.698,85.679,0.249,27555.172,-8.535,-2.95,35.19,240.531,-0.2856725457773253,0.0029103584577601913
Iceland,ISL,2000,281254,9307402240,10.698,21.774,32.946,67.054,118148.07,1.929,6.164,7.61,32.472,1.3904259959552554,2.0353337072349973
India,IND,2000,1057922676,2804478640128,3442.303,224.159,92.778,6.042,3521.43,179.038,5.049,571.39,3666.462,1.8971696264153226,0.06511890440789204
Indonesia,IDN,2000,216077748,1138300157952,1120.755,43.048,96.301,3.699,5387.87,77.213,7.103,98.04,1163.803,1.4427565675691245,0.03840982195038166
Iran,IRN,2000,66418621,595554533376,1385.28,10.604,99.24,0.76,21026.754,65,4.881,119.35,1395.884,1.4871600338749842,0.007654770154770154
Iraq,IRQ,2000,24424011,83019210752,313.161,8.879,97.243,2.757,13208.84,93.373,40.732,31.9,322.04,3.331854263566678,0.028352828098007096
Ireland,IRL,2000,3802536,147722371072,169.822,3.325,98.08,1.92,45587.695,7.812,4.719,23.62,173.147,1.3227388456111882,0.019579324233609308
Israel,ISR,2000,6111143,158656380928,227.279,0.086,99.962,0.038,37205.992,-13.901,-5.761,42.66,227.365,2.77699947965211,3.78389556448242e-4
Italy,ITA,2000,57272155,1863751565312,1949.863,143.451,93.147,6.853,36668.434,-114.809,-5.184,269.94,2093.314,0.05487000370557707,0.07356978413355195
Japan,JPN,2000,127027758,4209652006912,5046.459,286.239,81.144,4.603,49228.012,109.312,1.779,1099.67,5332.697999999999,0.17842215703477868,0.05672076202343068
Kazakhstan,KAZ,2000,15501060,142758084608,347.478,20.92,94.321,5.679,23853.039,-37.213,-9.144,51.64,368.398,0.2926403823023416,0.06020525040434215
Kuwait,KWT,2000,1954668,71053967360,218.162,0,100,0,111610.719,19.897,10.035,32.33,218.162,2.878129500037895,0
Latvia,LVA,2000,2368275,26727290880,29.705,7.844,79.109,20.891,16068.924,-0.829,-2.132,4.14,37.549,-0.9409931185407894,0.26406328900858445
Lithuania,LTU,2000,3500358,36684800000,53.606,0.942,68.783,1.209,22425.881,-9.676,-10.974,11.13,54.548,-0.6386295664653906,0.017572659776890646
Lower-middle-income countries,NA,2000,2126913952,NA,5688.199,443.476,92.07,7.178,2915.788,274.045,4.623,1008.35,6131.674999999999,2.043075015946039,0.0779642203094512
Luxembourg,LUX,2000,436090,21937467392,36.694,0.482,98.704,1.296,85313.125,2.345,6.726,0.4,37.176,1.4504891184236546,0.013135662506131792
Malaysia,MYS,2000,22967760,305803231232,589.807,21.212,96.528,3.472,26659.578,81.852,15.43,69.9,611.019,2.372478452993412,0.03596430696821164
Mexico,MEX,2000,98625515,1241194692608,1555.858,112.726,91.985,6.665,17198.16,98.875,6.19,203.62,1668.5839999999998,1.5547040439021294,0.07245262742486783
Morocco,MAR,2000,28423380,136639291392,115.151,2.172,98.149,1.851,4132.632,-1.029,-0.868,13.7,117.323,1.4137725076479442,0.018862189646637894
Netherlands,NLD,2000,16058703,603803025408,986.377,9.011,98.023,0.895,62696.188,13.043,1.312,88.06,995.3879999999999,0.743839418162984,0.009135452266222753
New Zealand,NZL,2000,3857521,104942108672,146.035,79.899,64.636,35.364,59509,9.624,4.376,38.91,225.934,0.573769252308817,0.5471222652103948
North Macedonia,MKD,2000,2057212,16307994624,27.388,3.25,89.392,10.608,14994.913,-1.656,-5.096,6.81,30.638,0.4475975869670833,0.11866510880677668
Norway,NOR,2000,4490821,242751291392,162.899,394.84,29.207,70.793,129859.867,57.569,10.953,142.52,557.739,0.6518311922394368,2.4238331727021034
Oman,OMN,2000,2282090,58124189696,110.96,0,100,0,48621.941,32.285,41.037,9.11,110.96,1.2973719650826372,0
Pakistan,PAK,2000,154879070,459798511616,426.193,51.669,88.7,10.753,3123.432,10.032,2.118,66.49,477.86199999999997,2.8650301216758214,0.12123380721879524
Peru,PER,2000,26598284,128561594368,99.02,45.43,68.55,31.45,5540.175,4.726,3.313,19.92,144.45,1.5726910999626829,0.4587962027873157
Philippines,PHL,2000,79625353,327247659008,251.663,57.995,81.271,18.729,3864.517,2.517,0.825,45.3,309.658,2.4077962873663332,0.23044706611619506
Poland,POL,2000,38258025,488207646720,1010.577,6.555,99.356,0.644,26596.369,-65.197,-6.022,143.18,1017.132,-0.07740874651973403,0.006486393416830187
Portugal,PRT,2000,10283150,238756380672,255.682,36.223,87.591,12.409,28593.236,8.953,3.141,43.21,291.905,0.6688117827096911,0.14167207703318968
Qatar,QAT,2000,644945,30159720448,134.844,0,100,0,209079.047,-16.053,-10.639,9.13,134.844,5.302128590578166,0
Romania,ROU,2000,22046211,157839294464,361.152,41.05,86.533,9.836,19065.947,-0.839,-0.199,51.56,402.202,-0.5409337630883897,0.11366405280878965
Russia,RUS,2000,146717736,1547057496064,6357.776,456.019,88.587,6.354,49169.859,127.553,1.8,877.76,6813.795,-0.35599849404294964,0.07172618223731066
Saudi Arabia,SAU,2000,16177682,488272429056,1334.88,0,100,0,82513.656,59.449,4.661,138.69,1334.88,4.560904724904017,0
Singapore,SGP,2000,4035193,152153571328,442.232,0.766,99.827,0.173,109787.672,28.688,6.924,31.67,442.99800000000005,1.7317264775227756,0.0017321225058340418
Slovakia,SVK,2000,5379951,74595098624,157.799,12.819,72.908,5.923,40566.766,6.954,3.291,30.78,170.618,0.03523578036375969,0.0812362562500396
Slovenia,SVN,2000,1986774,43078787072,53.395,10.869,68.907,14.026,39493.477,-0.633,-0.8,13.61,64.26400000000001,0.2841286225894622,0.20355838561663075
South Africa,ZAF,2000,47159672,356072095744,1143.66,4.576,96.562,0.386,25135.525,1.639,0.138,210.67,1148.236,0.91886668009265,0.004001189164611859
South Korea,KOR,2000,46766608,1086261690368,1939.439,11.446,86.061,0.508,48342.148,120.885,5.649,290.45,1950.885,0.5726303078302687,0.005901706627535076
Spain,ESP,2000,41019721,1094998753280,1242.603,99.985,81.999,6.598,37185.727,83.675,5.804,220.92,1342.588,0.5069780911184035,0.08046415468174468
Sri Lanka,LKA,2000,19293012,114541756416,44.06,8.911,83.177,16.823,2775.441,2.827,5.574,6.78,52.971000000000004,1.8386313969049586,0.20224693599636856
Sweden,SWE,2000,8872062,303452356608,242.34,232.367,38.229,36.656,73464.648,-38.249,-5.543,145.23,474.707,0.16279727719860435,0.9588470743583395
Switzerland,CHE,2000,7183943,315545354240,178.189,104.968,50.038,29.476,50715.363,-9.09,-2.434,66.12,283.157,0.5581694572573298,0.5890823788224863
Taiwan,TWN,2000,22332827,591153922048,895.022,15.944,87.927,1.566,45722.219,65.802,6.888,184.84,910.966,0.5814293887945304,0.017814087251486557
Thailand,THA,2000,63007767,579217719296,722.589,18.012,97.568,2.432,11771.425,26.405,3.692,95.52,740.6010000000001,1.1377006089873911,0.02492703320974994
Trinidad and Tobago,TTO,2000,1319730,24996995072,118.978,0.064,99.946,0.054,90202.711,5.354,4.709,5.46,119.04199999999999,0.3853456092203027,5.379145724419641e-4
Turkey,TUR,2000,65425910,785054957568,771.39,86.621,89.904,10.096,13198.745,54.622,6.752,124.38,858.011,1.2912633463607233,0.11229209608628579
Turkmenistan,TKM,2000,4582628,18299209728,130.269,0.009,99.993,0.007,28428.648,6.997,5.676,9.85,130.278,2.014907896412292,6.908781060728184e-5
Ukraine,UKR,2000,49556602,253196025856,1332.646,31.333,84.408,1.985,31992.842,4.873,0.308,171.84,1363.979,-0.839972635078284,0.02351187036917531
United Arab Emirates,ARE,2000,3493539,160530694144,535.782,0,100,0,153363.656,-2.587,-0.481,39.94,535.782,6.9681132333709845,0
United Kingdom,GBR,2000,59057278,1889565278208,2392.519,28.888,90.022,1.087,45110.719,24.897,0.943,377.06,2421.4069999999997,0.37162496964791103,0.012074303276170432
United States,USA,2000,281484082,12947416940544,23225.385,1019.879,87.81,3.856,94308.125,581.16,2.238,3802.1,24245.264,0.9679992578952501,0.04391225376888263
Upper-middle-income countries,NA,2000,2398655294,NA,24143.025,2347.405,89.936,8.744,11252.834,1010.453,3.889,3408.39,26490.43,0.9897563718246534,0.09722911689815175
Uzbekistan,UZB,2000,24787003,116875837440,577.43,16.331,97.25,2.75,23997.02,13.645,2.348,46.86,593.761,1.2707522895718062,0.028282216026184994
Venezuela,VEN,2000,24526662,330236198912,586.059,174.683,77.038,22.962,31476.449,40.158,5.487,85.27,760.742,1.911836217149372,0.29806384681405795
Vietnam,VNM,2000,77153969,220383068160,171.122,40.419,80.893,19.107,2775.605,26.1,13.879,26.56,211.541,1.1359174915985806,0.2361999041619429
Algeria,DZA,2001,31331173,223420284928,310.61,0.191,99.939,0.061,9920.246,10.867,3.623,26.62,310.801,1.3827500457062794,6.149190302952255e-4
Argentina,ARG,2001,37624762,514867265536,558.672,102.321,82.098,15.036,18268.309,-16.294,-2.316,90.14,660.993,1.103965549677321,0.183150399518859
Australia,AUS,2001,19365383,713890070528,1264.47,47.975,96.345,3.655,67924.57,10.126,0.776,224.26,1312.445,1.2176030368548139,0.03794079733010668
Austria,AUT,2001,8042189,285335715840,281.9,117.456,70.589,29.411,50557.562,11.423,2.891,60.98,399.356,0.36587380904125266,0.4166583894998227
