country,iso_code,year,population,gdp,fossil_fuel_consumption,renewables_consumption,fossil_share_energy,renewables_share_energy,energy_per_capita,energy_cons_change_twh,energy_cons_change_pct,electricity_generation,total_energy_demand,pop_growth_rate,renew_fossil_ratio
Iceland,ISL,2018,352819,15275006976,14.441,53.355,21.3,78.7,188364.469,2.213,3.445,19.69,67.79599999999999,2.7189356003260743,3.694688733467211
India,IND,2018,1374659017,9173200797696,8266.076,659.31,91.616,7.307,6593.17,491.689,5.736,1579.18,8925.385999999999,1.1033414378899467,0.07976094098336381
Indonesia,IDN,2018,269951801,3116158943232,1964.019,171.458,91.971,8.029,7896.083,107.85,5.329,283.79,2135.477,0.9744627094726408,0.08729956278427041
Iran,IRN,2018,86117959,1483607244800,3075.781,26.966,98.587,0.864,36251.902,98.232,3.249,312.35,3102.747,1.2834131013999541,0.008767204167006689
Iraq,IRQ,2018,40265573,508026814464,616.884,5.458,99.123,0.877,15464.563,24.228,4.048,98.41,622.342,2.3597521030289057,0.00884769259698744
Ireland,IRL,2018,4872503,282500464640,157.237,28.057,84.858,15.142,38348.426,4.123,2.256,30.9,185.29399999999998,1.2949319926306813,0.17843764508353632
Israel,ISR,2018,8510026,284956491776,286.386,5.518,98.11,1.89,34337.328,6.526,2.284,69.02,291.904,1.7733381935634478,0.019267701633459734
Italy,ITA,2018,60277446,2105551749120,1532.717,315.249,82.941,17.059,30853.689,12.156,0.658,286.06,1847.9660000000001,-0.18681818689124502,0.2056798482694457
Japan,JPN,2018,126913388,4852985364480,4711.592,457.705,89.042,8.65,41899.996,-36.526,-0.682,1082.93,5169.297,-0.11903311855366967,0.09714444714228228
Kazakhstan,KAZ,2018,18932674,460522127360,760.344,27.129,96.555,3.445,41684.418,24.272,3.173,107.27,787.4730000000001,1.505467868218725,0.03567990278084656
Kuwait,KWT,2018,4323333,220424404992,482.236,0.137,99.972,0.028,111576.445,15.391,3.296,74.13,482.373,4.060527127185482,2.8409326553803537e-4
Latvia,LVA,2018,1927526,48143396864,33.786,9.745,77.613,22.387,22826.5,-5.302,-10.755,6.72,43.531,-0.7734163856786184,0.2884330787900313
Lithuania,LTU,2018,2802430,75089600512,63.933,6.737,90.467,9.533,25324.252,1.819,2.631,2.92,70.67,-0.9487596283568254,0.10537594043764566
Lower-middle-income countries,NA,2018,2889321782,NA,12755.343,1117.976,91.152,7.989,4864.471,696.827,5.216,2764.67,13873.319000000001,1.423670340449237,0.08764766263047571
Luxembourg,LUX,2018,608055,33348603904,43.115,3.227,93.036,6.964,76359.789,2.076,4.681,0.96,46.342,1.9455076779148663,0.0748463411805636
Malaysia,MYS,2018,32910918,794013990912,1129.429,76.346,93.668,6.332,36769.855,21.639,1.821,170.58,1205.775,1.716271256593293,0.06759698927511158
Mexico,MEX,2018,124573671,2051539206144,2100.814,144.553,92.178,6.343,18337.248,-45.368,-1.947,349.29,2245.3669999999997,0.9511077487485333,0.06880809057822349
Morocco,MAR,2018,35839708,298981392384,224.658,16.13,93.301,6.699,6747.097,8.013,3.427,34.56,240.78799999999998,1.1097335048451253,0.07179802188214976
Netherlands,NLD,2018,17421239,819300859904,958.304,56.339,93.641,5.505,58901.609,-25.963,-2.468,113.1,1014.643,0.6116313212110908,0.05879032123418038
New Zealand,NZL,2018,4900795,181445771264,160.122,98.546,61.902,38.098,52735.422,-1.389,-0.535,43.73,258.668,1.8303847483659912,0.6154432245412873
North Macedonia,MKD,2018,1919675,27363280896,25.195,4.925,83.649,16.351,15849.746,0.993,3.375,5.61,30.12,-1.0897427640307602,0.19547529271680888
Norway,NOR,2018,5311703,450245230592,168.588,360.424,31.868,68.132,103851.664,-8.529,-1.523,145.94,529.012,0.6622246723793904,2.137898308301896
Oman,OMN,2018,4597832,172643270656,375.966,0.039,99.99,0.01,81779.25,24.091,6.846,37.76,376.005,1.3329583715255884,1.0373278434752079e-4
Pakistan,PAK,2018,226928843,1165406502912,853.311,85.395,88.728,8.879,4263.364,15.487,1.627,129.02,938.706,1.6369649824809145,0.10007488477237489
Peru,PER,2018,31897541,322061008896,224.706,88.46,71.753,28.247,9982.729,14.834,4.886,54.62,313.166,1.8290481547744635,0.39366995095814084
Philippines,PHL,2018,109465234,929253621760,483.458,71.161,87.169,12.831,5028.47,17.926,3.366,99.74,554.619,1.2445360762649926,0.14719168986757897
Poland,POL,2018,38241017,1073462050816,1150.725,68.534,94.379,5.621,31957.375,13.794,1.142,169.43,1219.259,-0.03631168058226673,0.059557235655782234
Portugal,PRT,2018,10325307,279020273664,221.323,78.575,73.8,26.2,29450.922,2.212,0.733,58.35,299.898,-0.0530163054420652,0.3550241050410486
Qatar,QAT,2018,2761095,371263143936,572.901,0.441,99.923,0.077,207654.156,9.282,1.646,48.06,573.342,2.0111502737691476,7.697665041604048e-4
Romania,ROU,2018,19597823,473122635776,290.216,68.848,74.921,17.773,20004.828,4.115,1.061,64.07,359.064,-0.4648907529077765,0.23723020095377234
Russia,RUS,2018,146430090,3625347448832,7403.698,479.074,88.227,5.709,57585.219,296.466,3.644,1109.19,7882.772,0.1664569440601567,0.06470739352145374
Saudi Arabia,SAU,2018,30365068,1673254010880,3101.243,0.409,99.987,0.013,102146.25,-80.142,-2.519,374.77,3101.652,-1.3555853063715184,1.3188260320136152e-4
Singapore,SGP,2018,5634310,420222009344,990.786,2.719,99.726,0.274,176344.125,7.482,0.759,52.97,993.505,0.5401280968501123,0.0027442858498202436
Slovakia,SVK,2018,5443188,144927522816,135.674,17.168,71.496,9.047,35144.047,-3.299,-1.695,26.66,152.842,0.13880602534051628,0.1265386146203399
Slovenia,SVN,2018,2069431,61476691968,52.877,14.045,65.046,17.278,39813.336,1.67,2.069,16.12,66.922,0.34256771106583406,0.26561643058418594
South Africa,ZAF,2018,58612952,719458336768,1346.292,32.227,95.663,2.29,24053.717,-65.282,-4.425,256.33,1378.519,1.696615253904452,0.02393760046111839
South Korea,KOR,2018,51640842,1971285917696,3135.622,84.679,88.268,2.384,68987.492,83.055,2.387,592.9,3220.301,0.30031335373568485,0.027005487268554694
Spain,ESP,2018,47092764,1615001419776,1182.64,288.54,73.46,17.923,34584.324,26.629,1.662,271.4,1471.18,0.4784040331699665,0.2439795711289995
Sri Lanka,LKA,2018,22253066,280243404800,93.415,17.832,83.971,16.029,5049.604,5.638,5.282,16.06,111.24700000000001,0.7497054326037721,0.1908901140073864
Sweden,SWE,2018,10175356,457925394432,175.378,246.462,29.607,41.607,59869.637,-22.148,-3.508,163.36,421.84,1.1686936650529622,1.4053187971125227
Switzerland,CHE,2018,8516296,532611137536,154.76,98.792,49.242,31.434,37746.211,4.463,1.408,66.29,253.552,0.7419583716898911,0.6383561643835617
Taiwan,TWN,2018,23659256,1073034559488,1254.442,28.299,92.812,2.094,57252.484,13.783,1.028,275.53,1282.741,0.11149284343225317,0.022559034216009986
Thailand,THA,2018,71376039,1125329928192,1381.293,94.116,93.621,6.379,20712.5,45.694,3.189,177.76,1475.4089999999999,0.3033903275015765,0.06813615938110162
Trinidad and Tobago,TTO,2018,1470471,40016904192,194.022,0.016,99.992,0.008,131956.75,-13.028,-6.292,9.23,194.03799999999998,1.7474192456911313,8.246487511725475e-5
Turkey,TUR,2018,84415922,1975637639168,1526.928,251.254,85.87,14.13,21179.334,0.531,0.03,300.15,1778.182,1.6035724781165037,0.16454868860876215
Turkmenistan,TKM,2018,6655474,97638670336,365.381,0.025,99.993,0.007,54903.34,41.833,12.928,25.36,365.40599999999995,2.2813965772058897,6.842172964658809e-5
Ukraine,UKR,2018,45208854,431842099200,762.677,33.007,75.841,3.282,22384.744,36.658,3.758,159.86,795.684,-0.49991640988787833,0.043277822721807524
United Arab Emirates,ARE,2018,9346819,726928195584,1129.555,2.98,99.737,0.263,121188.297,-79.163,-6.532,136.01,1132.535,1.21864321724495,0.002638207081549814
United Kingdom,GBR,2018,66752425,2582848208896,1755.417,311.597,78.758,13.98,33653.074,-4.619,-0.205,333.72,2067.014,0.599812313943262,0.1775059715156
United States,USA,2018,335056439,18124692783104,22212.854,2300.448,83.423,8.64,79893.969,946.832,3.667,4201.55,24513.302,0.8584580053469579,0.10356381939934418
Upper-middle-income countries,NA,2018,2801801756,NA,52978.41,7608.08,85.912,12.338,22165.367,2030.969,3.381,10841.92,60586.490000000005,0.7198864353472109,0.14360717884889335
Uzbekistan,UZB,2018,32373443,320808189952,523.388,14.687,97.27,2.73,16649.705,1.264,0.235,63.15,538.075,1.7420714600911005,0.028061399955673416
Venezuela,VEN,2018,29807542,272599023616,555.022,162.523,77.35,22.65,24419.066,-145.102,-16.622,99.71,717.5450000000001,-2.4790967923250187,0.2928226268508275
Vietnam,VNM,2018,96237273,681501392896,856.198,209.46,80.345,19.655,11210.958,128.886,13.567,217.18,1065.658,1.1140713988538442,0.2446396744678217
Algeria,DZA,2019,43294503,589905133568,692.301,1.923,99.723,0.277,16037.807,24.729,3.693,81.61,694.224,1.8574955049379516,0.002777693517704004
Argentina,ARG,2019,44973412,817053892608,793.845,105.008,86.311,11.417,20582.338,-60.397,-6.125,139.53,898.8530000000001,0.713450386164343,0.1322777116439607
Australia,AUS,2019,25482660,1255505526784,1531.19,140.546,91.593,8.407,65938.672,54.385,3.345,265.9,1671.736,1.445119599790618,0.09178873947713868
Austria,AUT,2019,8880830,388344676352,276.15,143.464,65.811,34.189,48189.234,19.558,4.789,70.69,419.614,0.4436070904749453,0.5195147564729314
Azerbaijan,AZE,2019,10110446,165653299200,181.059,4.55,97.549,2.451,18385.994,9.724,5.52,25.95,185.609,0.7043615714765238,0.025129930022810245
Bangladesh,BGD,2019,164913011,717214580736,479.281,3.085,99.36,0.64,2926.161,52.274,12.149,85.11,482.366,0.8500067519531527,0.006436725011006069
Belarus,BLR,2019,9435364,181643476992,306.44,2.231,99.277,0.723,32726.92,1.612,0.525,40.46,308.671,-0.47061290648564796,0.007280381151285733
Belgium,BEL,2019,11490570,472898011136,568.649,56.982,77.54,7.77,64258.715,24.164,3.383,92.69,625.631,0.5425528526593542,0.10020592667884758
Brazil,BRA,2019,207455405,3050327244800,1872.509,1576.005,53.678,45.178,17194.148,80.641,2.313,633.33,3448.514,0.6541197439000886,0.8416541656141573
Bulgaria,BGR,2019,6975420,129520074752,146.884,21.759,70.071,10.38,30328.125,-7.263,-3.319,43.72,168.64299999999997,-0.7013408568951186,0.14813730562893168
Canada,CAN,2019,37782884,1708858146816,2645.248,1092.604,66.353,27.407,107455.766,-22.5,-0.551,656.03,3737.852,1.3083329101302799,0.41304406996999904
Chile,CHL,2019,19197702,417332002816,362.767,105.567,77.459,22.541,24689.348,5.701,1.217,83.98,468.334,1.612018880291001,0.2910049701323439
China,CHN,2019,1423520298,23631939764224,33897.516,5096.059,85.048,12.786,28231.928,1778.902,4.631,7503.43,38993.575000000004,0.3179252764522811,0.15033724005027388
Colombia,COL,2019,49907932,671028412416,413.71,151.111,73.246,26.754,11495.889,2.456,0.43,78.78,564.8209999999999,1.8022020987788268,0.3652582727031012
Croatia,HRV,2019,3986292,93057982464,72.605,22.018,76.73,23.27,24035.668,-2.347,-2.391,12.65,94.623,-0.9572602004561694,0.3032573514220784
Cyprus,CYP,2019,1286615,31800246272,30.98,1.437,95.568,4.432,25255.029,0.031,0.097,5.15,32.417,1.2524592744156764,0.04638476436410588
Czechia,CZE,2019,10554819,342069379072,368.216,32.041,77.499,6.744,45278.363,-11.119,-2.274,85.72,400.257,0.056318785751432524,0.08701685966932451
Denmark,DNK,2019,5814566,280656347136,149.164,64.486,69.817,30.183,37286.02,16.685,8.337,29.37,213.64999999999998,0.35909316935924696,0.43231610844439683
Ecuador,ECU,2019,17339967,176728686592,144.334,62.988,69.618,30.382,12187.63,4.953,2.4,32.45,207.322,1.7037343465249897,0.43640445078775614
Egypt,EGY,2019,107553107,1289253421056,996.942,48.489,95.362,4.638,9749.411,-22.766,-2.125,200.57,1045.431,1.7704605800220676,0.04863773419115655
Estonia,EST,2019,1326772,37723176960,56.054,6.49,89.624,10.376,47303.273,-15.118,-19.413,7.61,62.544000000000004,0.3671937291117906,0.11578121097513112
Finland,FIN,2019,5521713,220173893632,170.721,92.01,53.049,28.591,59219.215,-6.849,-2.052,68.61,262.731,0.10928832955471532,0.5389495141195284
France,FRA,2019,65729405,2644453883904,1388.441,316.482,51.566,11.754,41554.422,-59.081,-2.117,565.67,1704.923,0.3203963010513987,0.22794054626736032
Germany,DEU,2019,83559127,3886392803328,2868.076,661.812,77.188,17.811,44922.723,-91.71,-2.385,600.09,3529.888,0.22870880564226834,0.23075120742964972
Greece,GRC,2019,10718520,252514238464,271.977,42.361,86.524,13.476,29564.465,-7.179,-2.215,47.95,314.33799999999997,-0.11432524806193171,0.15575214080602404
High-income countries,NA,2019,1400142343,NA,64640.992,8438.627,82.184,10.729,56568.824,-830.188,-1.037,12627.07,73079.619,0.42942613699523,0.13054606278319492
Hong Kong,HKG,2019,7485770,371582304256,343.666,0.871,99.747,0.253,46026.621,-19.029,-5.234,36.94,344.537,0.19594088231085763,0.0025344375061833293
Hungary,HUN,2019,9770300,266658316288,217.758,15.402,79.626,5.632,28135.521,3.69,1.361,34.28,233.16,-0.041353167302719714,0.07072989281679662
Iceland,ISL,2019,360652,15550746624,12.404,52.344,19.157,80.843,175593.438,-3.13,-4.71,19.36,64.748,2.220118531031492,4.219929055143502
India,IND,2019,1389030252,9595463401472,8373.468,748.695,90.681,8.108,6682.068,218.234,2.408,1622.1,9122.163,1.0454399834631862,0.0894127737754536
Indonesia,IDN,2019,272489333,3272567947264,2063.538,194.482,91.387,8.613,8271.659,122.377,5.741,295.44,2258.02,0.9399944696053353,0.09424687115042224
Iran,IRN,2019,87051599,1438754537472,3188.336,86.908,96.877,2.641,37875.254,175.162,5.611,318.88,3275.2439999999997,1.0841408816946068,0.027258105795625057
Iraq,IRQ,2019,41192120,537548292096,653.748,13.217,98.018,1.982,16212.402,45.134,7.248,115.21,666.965,2.301089816851731,0.020217270263159504
Ireland,IRL,2019,4933445,294503710720,153.616,32.338,82.61,17.39,38065.922,0.943,0.505,30.71,185.954,1.2507329395179438,0.2105119258410582
Israel,ISR,2019,8657420,296799272960,292.248,8.737,97.097,2.903,34826.309,9.294,3.181,71.96,300.985,1.7320041090356244,0.029895841887711806
Italy,ITA,2019,60130080,2115725819904,1509.498,318.252,82.588,17.412,30599.537,-19.829,-1.066,289.99,1827.75,-0.24447950233326077,0.21083300540974548
Japan,JPN,2019,126699371,4833468219392,4556.284,459.348,87.991,8.871,41086.234,-112.07,-2.108,1047.4,5015.632,-0.16863232742632323,0.10081636702189768
Kazakhstan,KAZ,2019,19209498,481245626368,769.458,27.471,96.553,3.447,41579.016,9.515,1.206,106.47,796.929,1.4621495093614352,0.03570175370195644
Kuwait,KWT,2019,4442153,219207647232,442.692,0.154,99.965,0.035,99693.961,-39.526,-8.194,75.04,442.846,2.7483425403502344,3.4787165794728615e-4
Latvia,LVA,2019,1914220,49380618240,35.917,8.92,80.106,19.894,23645.684,1.264,2.874,6.44,44.837,-0.6903149425740561,0.24835036333769522
Lithuania,LTU,2019,2795011,78562639872,62.919,7.331,89.564,10.436,25258.264,-0.372,-0.525,3.34,70.25,-0.26473453395802926,0.1165148842162145
Lower-middle-income countries,NA,2019,2929398805,NA,13081.284,1197.082,90.761,8.306,4943.306,425.895,3.03,2859.59,14278.366,1.3870737156959558,0.0915110473864798
Luxembourg,LUX,2019,620116,34122293248,43.544,3.642,92.282,7.718,76257.094,0.857,1.846,1.07,47.186,1.9835376734012546,0.08363953702002573
Malaysia,MYS,2019,33440538,829053861888,1157.242,79.534,93.569,6.431,37119.555,31.168,2.576,178.5,1236.776,1.6092531967658876,0.0687271979413122
Mexico,MEX,2019,125762928,2047701155840,2077.113,149.725,92.13,6.641,17971.646,-24.171,-1.058,344.57,2226.8379999999997,0.9546615994000852,0.072083223204515115
Morocco,MAR,2019,36210859,307624968192,243.957,18.672,92.89,7.11,7286.239,22.027,9.109,40.38,262.629,1.035586004216329,0.0765380784318548
Netherlands,NLD,2019,17537460,835323035648,940.219,68.307,92.341,6.709,58248.84,-4.602,-0.449,120.05,1008.5260000000001,0.6671224704511545,0.07265009535012587
New Zealand,NZL,2019,4989366,187274510336,166.522,97.379,63.1,36.9,52825.281,5.119,1.981,43.75,263.901,1.8072782069031659,0.584781590420485
North Macedonia,MKD,2019,1897595,28433274880,27.484,3.363,89.097,10.903,16366.771,0.631,2.074,5.87,30.847,-1.150194694414419,0.12236210158637752
Norway,NOR,2019,5347690,455304839168,164.592,330.294,33.259,66.741,96479.969,-35.684,-6.469,133.83,494.88599999999997,0.6775039944816191,2.0067439486730825
Oman,OMN,2019,4591205,170692378624,373.342,0.063,99.983,0.017,81331.375,-2.598,-0.691,38.89,373.405,-0.14413314797060875,1.687460826802235e-4
Pakistan,PAK,2019,230800861,1172330119168,843.037,100.903,87.21,10.438,4218.509,6.155,0.636,133.29,943.94,1.7062696609262666,0.11968988312493996
Peru,PER,2019,32449256,329252601856,231.027,90.071,71.949,28.051,10064.488,8.161,2.563,56.87,321.09799999999996,1.7296474358321225,0.3898721794422297
Philippines,PHL,2019,110804629,986114686976,502.417,68.341,88.026,11.974,5109.186,15.679,2.848,106.03,570.7579999999999,1.2235802647624177,0.13602445777113434
Poland,POL,2019,38225836,1121231568896,1104.451,79.444,93.29,6.71,31059.299,-34.815,-2.849,163.22,1183.895,-0.039698212001004055,0.07193076016953219
Portugal,PRT,2019,10343168,286505631744,215.787,73.342,74.634,25.366,28333.354,-11.033,-3.628,51.6,289.129,0.17298275005285557,0.3398814571776798
Qatar,QAT,2019,2797880,373817409536,584.812,0.388,99.934,0.066,209161.531,11.856,2.068,50,585.2,1.3322612948848191,6.634610780900528e-4
Romania,ROU,2019,19501499,456564506624,285.765,65.608,75.341,17.297,19681.439,-8.234,-2.1,58.76,351.373,-0.4915035715956818,0.22958724826343327
Russia,RUS,2019,146533005,3705035816960,7322.612,487.594,87.933,5.855,57120.445,-62.179,-0.737,1118.16,7810.206,0.07028268575126874,0.06658744174892783
Saudi Arabia,SAU,2019,30472767,1687180148736,2966.819,0.526,99.982,0.018,97378.078,-134.298,-4.33,378.55,2967.345,0.3546805823059576,1.7729426702471572e-4
Singapore,SGP,2019,5669500,425816260608,971.567,2.858,99.707,0.293,171885.953,-19.07,-1.919,54.14,974.425,0.6245662734212353,0.002941639639880729
Slovakia,SVK,2019,5450575,148579172352,125.968,19.316,68.793,10.549,33913.656,-6.447,-3.37,28.21,145.284,0.13571091059136667,0.15334053092848976
Slovenia,SVN,2019,2083395,63598211072,50.738,13.753,64.307,17.43,38399.961,-2.389,-2.899,15.89,64.491,0.6747748535708609,0.2710591666995152
South Africa,ZAF,2019,59587828,721641603072,1403.281,32.905,95.527,2.24,24698.135,61.849,4.387,252.57,1436.186,1.6632433049951143,0.0234486179175803
South Korea,KOR,2019,51767790,2015521669120,3044.451,98.352,86.886,2.807,67917.414,-46.637,-1.309,586.8,3142.803,0.2458286795556122,0.03230533189727803
Spain,ESP,2019,47435072,1647042625536,1154.336,267.171,73.724,17.063,33390.297,-44.8,-2.751,270.52,1421.507,0.7268802485239558,0.2314499417847143
Sri Lanka,LKA,2019,22410495,279626874880,97.739,14.378,87.176,12.824,5043.859,0.666,0.593,16.66,112.117,0.7074485825908214,0.1471060682020483
Sweden,SWE,2019,10279068,467020677120,178.089,265.789,29.312,43.747,60882.855,16.624,2.729,168.42,443.878,1.0192468941627202,1.4924504040114774
Switzerland,CHE,2019,8577482,538693468160,158.658,106.805,48.366,32.559,39167.129,14.497,4.51,70.57,265.46299999999997,0.7184578835681615,0.6731775265035486
Taiwan,TWN,2019,23674088,1105912397824,1209.824,34.586,91.348,2.611,56101.242,-26.405,-1.949,274.19,1244.41,0.0626900524682602,0.02858762927500198
Thailand,THA,2019,71522216,1149130637312,1373.846,102.623,93.049,6.951,20689.307,1.369,0.093,186.51,1476.469,0.20479841981704813,0.07469760075001129
Trinidad and Tobago,TTO,2019,1484843,40060923904,195.187,0.015,99.992,0.008,131463.859,1.165,0.6,9.2,195.202,0.9773739162486034,7.684938033782987e-5
Turkey,TUR,2019,85357615,1991116587008,1497.633,337.335,81.616,18.384,21663.312,61.256,3.426,300.18,1834.968,1.1155395542561273,0.22524543730005947
Turkmenistan,TKM,2019,6803896,94329708544,350.65,0.025,99.993,0.007,51540.621,-14.731,-4.031,22.5,350.67499999999995,2.2300740713584033,7.129616426636248e-5
Ukraine,UKR,2019,44957402,445656694784,715.21,30.631,75.183,3.22,21301.568,-54.325,-5.368,154.14,745.841,-0.5562007831474781,0.04282798059311251
United Arab Emirates,ARE,2019,9377805,734982504448,1207.321,9.049,99.256,0.744,129769.984,84.233,7.436,138.45,1216.37,0.33151385514151926,0.0074951069351067365
United Kingdom,GBR,2019,67110910,2624285048832,1694.126,341.011,77.919,15.684,32677.021,-53.44,-2.379,327.11,2035.137,0.5370366694543307,0.20129022280515146
United States,USA,2019,337790020,18540551733248,21948.143,2369.579,83.053,8.967,78683.477,-190.494,-0.712,4158.38,24317.722,0.815856877175251,0.10796261897874458
Upper-middle-income countries,NA,2019,2818592169,NA,54301.57,8303.737,85.097,13.013,22812.123,2195.105,3.535,11225.38,62605.307,0.5992719850376167,0.15291891192096285
Uzbekistan,UZB,2019,32964655,339998932992,526.279,16.051,97.04,2.96,16483.449,4.363,0.809,63.56,542.33,1.8262252797763896,0.03049903188232857
Venezuela,VEN,2019,28938043,197170888704,491.294,155.572,75.95,24.05,22702.572,-70.904,-9.741,85.15,646.866,-2.9170436126534685,0.3166576428777881
Vietnam,VNM,2019,97173733,731653144576,1018.165,178.467,85.086,14.914,12433.129,129.262,11.981,236.89,1196.632,0.9730741227465995,0.17528298458501326
Algeria,DZA,2020,44042041,559819915264,646.949,1.833,99.717,0.283,14733.622,-45.45,-6.546,79.37,648.7819999999999,1.7266349032809085,0.002833299069942144
Argentina,ARG,2020,45191917,735814221824,731.666,101.519,85.285,11.833,19117.844,-61.686,-6.664,144.64,833.1850000000001,0.48585373064423043,0.13875046810976593
Australia,AUS,2020,25743732,1232259776512,1413.45,162.166,89.708,10.292,61584.387,-94.881,-5.647,265.15,1575.616,1.0245084304385805,0.11473062365134953
Austria,AUT,2020,8921362,363281088512,247.334,144.513,63.12,36.88,44852.355,-27.816,-6.5,69.04,391.847,0.45639878254622596,0.5842827916905885
Azerbaijan,AZE,2020,10181688,158697521152,181.424,3.308,98.21,1.79,18162.854,-0.962,-0.518,25.75,184.732,0.7046375600047714,0.01823353029367669
Bangladesh,BGD,2020,166297978,754358353920,454.276,2.985,99.347,0.653,2750.768,-25.115,-5.204,85.46,457.261,0.8398166958457874,0.006570895226690382
Belarus,BLR,2020,9350896,180421001216,282.854,2.702,98.765,0.943,30643.523,-22.246,-7.204,38.54,285.556,-0.8952277834750201,0.009552631392874062
Belgium,BEL,2020,11540055,447544098816,505.008,68.902,76.64,10.457,57530.559,-74.463,-10.085,88.29,573.91,0.4306574869653986,0.13643744257516713
Brazil,BRA,2020,208660785,2950377504768,1734.183,1575.936,51.847,47.116,16401.881,-144.59,-4.054,628.76,3310.1189999999997,0.5810308967365782,0.9087483846860452
Bulgaria,BGR,2020,6933606,124392792064,130.932,21.521,67.664,11.122,28177.818,-16.178,-7.647,40.14,152.45299999999997,-0.5994477751877306,0.16436776341917944
Canada,CAN,2020,38171851,1622144450560,2413.23,1108.259,64.143,29.457,100465.242,-225.044,-5.543,653.9,3521.489,1.029479380134137,0.4592430062613178
Chile,CHL,2020,19370563,391686946816,328.056,108.616,75.126,24.874,22842.787,-31.501,-6.646,83.58,436.67199999999997,0.9004254780077323,0.3310898139342064
China,CHN,2020,1426106040,24151844716544,34728.391,5511.566,84.407,13.396,29095.936,1305.168,3.248,7779.07,40239.957,0.18164419598602732,0.1587049051595854
Colombia,COL,2020,50629945,622365376512,371.599,138.213,72.889,27.111,10227.399,-55.923,-9.747,77.75,509.812,1.4466898768716765,0.37194125926065463
Croatia,HRV,2020,3953898,85073362944,67.616,22.578,74.967,25.033,23110.982,-4.435,-4.629,13.23,90.194,-0.8126348998016201,0.3339150496923805
Cyprus,CYP,2020,1302202,30409793536,26.392,1.801,93.612,6.388,21718.07,-4.212,-12.963,4.85,28.192999999999998,1.2114735177189757,0.0682403758714762
Czechia,CZE,2020,10550083,323245441024,332.543,33.161,75.598,7.539,41949.207,-35.337,-7.394,80.1,365.704,-0.04487049943727126,0.09971943477986306
Denmark,DNK,2020,5831483,275058360320,123.478,65.536,65.328,34.672,32953.23,-24.636,-11.363,28.58,189.014,0.2909417487048904,0.530750417078346
Ecuador,ECU,2020,17546006,162965061632,117.016,61.972,65.376,34.624,10421.882,-28.471,-13.472,31.29,178.988,1.1882317884457336,0.5296027893621384
Egypt,EGY,2020,109315075,1307778088960,924.493,58.677,94.032,5.968,9028.076,-61.675,-5.882,198.61,983.1700000000001,1.6382306835636091,0.06346938267785694
Estonia,EST,2020,1329618,37515272192,49.463,8.971,84.648,15.352,44173.07,-4.027,-6.417,6.08,58.434,0.2145055819688688,0.18136789115096133
Finland,FIN,2020,5529559,214988898304,150.225,100.422,48.75,32.588,56776.664,-13.042,-3.988,69.24,250.647,0.14209358581295334,0.6684772840738892
France,FRA,2020,65905226,2438594035712,1197.515,336.373,49.74,13.972,37087.582,-287.082,-10.511,527.42,1533.8880000000001,0.26749215210452615,0.2808925149163058
Germany,DEU,2020,83628661,3742720851968,2609.179,692.78,75.39,20.017,41838.707,-254.789,-6.788,566.75,3301.959,0.08321532607682701,0.2655164708898853
Greece,GRC,2020,10699317,229777833984,228.208,46.031,83.215,16.785,25885.402,-39.931,-12.601,47.51,274.239,-0.17915719707571567,0.2017063380775433
High-income countries,NA,2020,1403646556,NA,59291.332,8991.263,80.601,12.223,52809.879,-5078,-6.411,12313.35,68282.595,0.2502754821693154,0.15164548841641812
Hong Kong,HKG,2020,7490198,347263074304,256.739,1.192,99.538,0.462,34437.906,-86.598,-25.134,34.35,257.931,0.05915223150056708,0.004642847405341612
Hungary,HUN,2020,9749421,254563876864,210.904,18.299,78.448,6.807,27727.523,-4.565,-1.661,34.92,229.203,-0.21369865817835684,0.086764594317793875
Iceland,ISL,2020,366571,14424581120,8.271,51.347,13.874,86.126,158445.453,-5.247,-8.285,18.89,59.618,1.6411942814680078,6.208076411558457
India,IND,2020,1402617645,8945313775616,7856.125,777.565,89.847,8.893,6268.437,-489.375,-5.273,1581.94,8633.69,0.9781927341349222,0.0989756400260943
Indonesia,IDN,2020,274814825,3204972544000,1895.222,225.746,89.356,10.644,7700.859,-137.629,-6.106,291.82,2120.968,0.8534249669142094,0.11911322261983029
Iran,IRN,2020,87723397,1446203752448,3339.917,61.588,97.74,1.802,39001.859,124.274,3.769,337.21,3401.505,0.7717239059560526,0.01843997919708783
Iraq,IRQ,2020,42116556,453147787264,582.847,11.208,98.113,1.887,14121.961,-73.055,-10.939,117.12,594.055,2.2442059306488717,0.019229746399998627
Ireland,IRL,2020,4982560,274762350592,138.187,36.334,79.181,20.819,35440.219,-11.213,-5.971,31.97,174.52100000000002,0.9955517898750263,0.26293356104409243
Israel,ISR,2020,8800323,291287728128,273.013,11.447,95.976,4.024,32400.561,-16.371,-5.43,71.78,284.46,1.650641877141227,0.04192840633962485
Italy,ITA,2020,59912714,1925752029184,1331.033,320.361,80.601,19.399,27764.1,-176.53,-9.594,276.81,1651.3939999999998,-0.36149294995117254,0.24068599351030368
Japan,JPN,2020,126304487,4626661244928,4189.544,501.689,87.329,10.457,38203.234,-380.36,-7.307,1011.03,4691.233,-0.3116700555679949,0.11974787709593217
Kazakhstan,KAZ,2020,19482065,468733231104,704.596,29.467,95.986,4.014,37775.098,-62.775,-7.86,108.63,734.063,1.4189178707324885,0.04182112870354075
